"820842351572713473": "['want another blunt', '1']",
"817525053726355456": "['Someone come get snowed in and smoke weed and drink hot chocolate with me', '1']",
"348694702951899136": "['Had about one serving of veggie straws. Gonna knock back two seroquel otherwise I have no hope of sleeping tonight.', '0']",
"822997301916471296": "['It's either going to be super stupid or dope https://t.co/0fxJz8esSv', '0']",
"540202446077706240": "['@johannemaz \n1/2\nI'm on 500mg a night. I've seen my CPN today &amp; she's organised a med review with my new consultant nxt wk. \nQuetiapine has', '0']",
"499380612147728384": "['@Shar_Williams Yep! He knew the differences of OxyContin vs OxyCodone though!!! The mgs, colors, etc, etc...', '0']",
"824508217132716032": "['It's hard to smoke all this weed', '1']",
"821569692464717824": "['My next tatt is about to be dope af', '0']",
"821053220579581955": "['I need a fawking blunt', '1']",
"824875569967816706": "['This movie /Cant breathe/ is such a dope ass movie.', '0']",
"820449254091014144": "['she wanna smoke my dope', '1']",
"493140464745193472": "['I hope when I take my oxycodone later it helps with my back too', '0']",
"825240016842432512": "['Come thru with a blunt', '1']",
"506923903693115392": "['After having two teeth pulled is afternoon, I've been resting comfortably with oxycodone lol. Having some soup now then maybe a milkshake.', '0']",
"825428277548417025": "['18 pack to the dome on an empty stomach followed by a blunt as a nightcap let's see what we can get done with so little', '1']",
"817506955103260673": "['I just want to go have a drink and smoke some weed.', '1']",
"826457939552649216": "['When you face a blunt right before you go to sleep .. and wake up the next morning with that taste in ya mouth &lt;', '1']",
"447433875774791680": "['Forgot to take seroquel so sleep didnt kick in and not yet still. And seroquel = hunger+++ (actual words my doctor wrote in his notes lol)', '0']",
"819231033446932481": "['Met some really dope ppl there', '0']",
"821116867733557248": "['Just need a blunt', '1']",
"535477521647960066": "['I just wanna smoke one with a little crushed adderall and fade away with @BabiieLeeLee like we did that one time.', '0']",
"822297136842870785": "['Munchies (yellow bag) https://t.co/PcGkrNw1t5', '0']",
"817943492286709760": "['this car is so dope https://t.co/VNNQKvH7mC', '0']",
"483601362245017601": "['the struggle of wanting a freaking special k breakfast sandwich but also just wanting to take your adderall and eat tomorrow or something.', '0']",
"820839744645005313": "['penetrating that dope dog', '0']",
"476783539405725696": "['“@AdderallHadMe: Adderall had me cooking up some ramen http://t.co/WVtTyfNVEt” this is me though ...@Kriiistttennn @K_Smith216', '0']",
"495945424579354624": "['Up to 100mg of quetiapine now. Really feeling it. Quite prepared to just curl up and nap on the floor.', '0']",
"541061731217600512": "['@teenodeeno they might as well do that if they're gonna abuse their prescribed narcotics like oxycodone', '0']",
"483657933633650688": "['I found and Adderall I thought I had lost also!!! Wtf', '0']",
"819286744109563907": "['@Jack_Septic_Eye jesus out\nthrow smoke bomb', '0']",
"538471210745462784": "['Gave my mom an adderall today, I come home from school..it looks like the fucking North Pole😒🎅', '1']",
"816708690229264390": "['Those are kinda dope.', '0']",
"530158574186401794": "['@4score20Tago did you forget your seroquel today? Now now, you know what happens when you do that *pats him on the head, fixes him warm milk', '0']",
"821910576632856576": "['i. just. want. to. smoke. a. blunt. in. my. room.', '1']",
"534980286820679681": "['@tlongo0707 the only reason I got 2 out of my 3 done so far is cause of my Adderall #lifesaver', '0']",
"824432185579016192": "['@SmkGaming05 breath of the wild is going be dope bro', '0']",
"505092691114614784": "['Woot! Drug Samples  💊... I have more in my bag/house..Im surprised they give away carbamazepine and quetiapine .. http://t.co/OrFkuBCGYk', '0']",
"818560077762269184": "['Then if they drink alcohol, you basically just wasted your time.', '0']",
"514463742885920768": "['Olivia do look like she off that Adderall in the picture tho ... 😂😂  too focused', '0']",
"820952359924662272": "['Sooo buzzed and my flight it's in 3 hours fml !!!', '1']",
"817296858879885312": "['Just rolled a trophy blunt.', '1']",
"815631529430937600": "['@EricDeeter1 @MarkKaboly Stop smoking dank weed', '1']",
"519875272871804928": "['@inmywindow (I can't speak for the combination because I've never taken quetiapine or promethezine)', '0']",
"818745666918719488": "['come thru and smoke a blunt https://t.co/1S1SLiY4HX', '1']",
"820524993180221441": "['Cs I'm addicted to dope', '1']",
"460866539848482816": "['Pre-workout powder makes me feel like I'm on adderall lol', '0']",
"451161116706893825": "['Hahaha convinced cloud I spiked his drink with adderall 😂😂😂 #AprilFoolsDay http://t.co/Q1NYsNqsPt', '0']",
"825429207933190144": "['im ready for the @HoustonBarCode event tonight.....dope card...', '0']",
"823023241673379841": "['Damn str8 airballed my pop shot... my arms just tired from cookin' up dope in the crockpot', '1']",
"534136580328681472": "['nicotine mixed with oxycodone always makes me sick i wonder', '0']",
"540326449740124160": "['Got pulled over with adderall that wasn't prescribed to me, and pot. Was told I was a good kid. Only got a warning.#CrimingWhileWhite', '1']",
"497541886832541696": "['“@MYserendipity_: Who is the Adderall plug?” Same shit I'm trying to figure out !!!', '0']",
"819768499887190017": "['You can't overdose or on weed..... https://t.co/U7CtX46Kss', '1']",
"817873183986565121": "['I Need Too Smoke This Blunt', '1']",
"818010981230055424": "['its 14 degrees outside how do i go smoke a blunt?', '1']",
"819574620168798208": "['@WWLTV a half a pound of Reggie Bush r a ounce of Bobby Brown. That mean regular weed r strong weed. Strong like cush,purple,kind bub,ECT.', '1']",
"480094236532953089": "['Welp. I've been up for probably two hours today, having on and off sleep. Losing your tonsils suck, and oxycodone is one hell of a drug...', '0']",
"464382782794244097": "['@R_E_B_E_L_ I took an adderall 😃 lmfao I can recite the entire text from front to back now. It's awllll gud', '0']",
"820367592288358401": "['@WGME and YOU want to legalize marijuana how stupid.', '0']",
"821399321396514816": "['Jus ready to blow some dope', '1']",
"816038125067759618": "['Rain drops\nDrop top\nRollin up dope in the work parking lot', '1']",
"512523308672102400": "['Even oxycodone can't take away this pain enough for me to sleep 😖', '0']",
"824318972023767040": "['YouTube is my heroin where does the time go?', '0']",
"485531577670455296": "['Oxycodone is a great way to shrug off responsibility for the day.', '0']",
"816136904995389440": "['I'm in love wit them dope smokes', '1']",
"815745071026995204": "['You want some acid?/, I guess so was My reply', '1']",
"825966870129827840": "['I'm so easily overwhelmed I need weed', '1']",
"511173082837712896": "['Maybe I should call up Chris Davis right now, cause my ability to concentrate is at an all time low and some Adderall would be helpful.', '0']",
"507679570137735168": "['“Hydrocodone, oxycodone + alprazolam 3 drugs law enforcement deals w/most” – John Burke, Greater Warren County Drug Task Force, OH #PAINWeek', '0']",
"817979941333544960": "['I wanna shmoke a blunt', '1']",
"517399430052319232": "['@USAO_NJ Glad they were convicted &amp; sentenced.Wish they got more time. Oxycodone easily kills. I have Rx for chronic pain but it's locked up', '0']",
"465853736540442624": "['Prozac &amp; Seroquel along with a muscle relaxer, Desyrel, and Naproxen. What could possibly be next? #snapped #antipsychotics #notwellyet #mad', '0']",
"818629880141082625": "['@JusBri_Real dope!!!! Get that money', '0']",
"817787752481554433": "['Wake up, spark a blunt, take a shot, say a prayer...whatever you gotta do to get yourself started.', '1']",
"821151155527053312": "['Girl walkin around in the acid wash bedazzled butt pattern jeans with the over-sized Black roxy skate shoes on #leaveitinhighschool', '0']",
"481733566884093952": "['It looks like my diabetes may be back. Stress eating nothing but carbs &amp; chocolate and my increase in seroquel the likely culprits.', '0']",
"817577916405981184": "['Just got tipped in weed', '1']",
"821903586082824192": "['I just want a blunt 😫', '1']",
"820417171557851136": "['do I really wanna smoke a blunt?', '1']",
"486749172792455168": "['Oxycodone will be my best friend for the next week or so. 👌 #wisdomteethprobs', '0']",
"480838103750295552": "['@NotTheDinger well that sucked. I was hoping for a ShoesDinger win today. Not enough Adderall today', '0']",
"824457559159496705": "['i just want a blunt mannnn...', '1']",
"529394731776626688": "['All the adderall I took just hit me and I feel like I am Jesus walking on water I m Jesus yup I am', '0']",
"491218291604860928": "['So my psychiatrist had double booked himself. Still, first time ever, and not a lot to say. He was utterly fine about the quetiapine drop.', '0']",
"820419581424582656": "['This is dope. I want it https://t.co/KfYn1GfDnA', '0']",
"826314266609283073": "['I'm just tryna smoke some weed', '1']",
"817147652060172289": "['@renayou4 we get it u smoke weed', '1']",
"818701936073523201": "['Shameless is actually a dope show. I was sleep on it.', '0']",
"463871042826432512": "['8/29 in Hyannis MA, me and a script of Caribbean Adderall are gonna star in our own episode of #InsideAmy with @amyschumer', '0']",
"820552976066449408": "['Live by night was dope 7/10', '0']",
"824796383282618369": "['@_lboy_ burrito and weed lol', '1']",
"481658550260084737": "['“@Charelix: “@sequentialent: Hershey's park is my dream come true.”\n\non god?”\n\nit'll be like you in am adderall factory.', '0']",
"508411716422475776": "['@pattonmeister Its a strong pain killer that has oxycodone in it. Its a controlled drug so it will know you out if you take it.', '0']",
"816490805791780864": "['smoke a blunt with me daddy.', '1']",
"496902757501382656": "['that 7am wake up call tm is gunna be the death of me gunna need a strong combo of adderall and red bull', '0']",
"504293674180956164": "['I got some oxycodone who tryna buy it off me? $6 a pill', '1']",
"504130415188516864": "['I just realized why I feel buzzed even though I didn't drink, it's the the oxycodone I took for my knee', '0']",
"816143978491940865": "['I need a big ass Blunt to put me to sleep and not wake up until this time tomorrow 😒', '1']",
"519479238970179584": "['@Pot4Prosperity for federal license you must be terminally ill. Oxycodone is my prescription.  I'll vote YES, but it's not my drug though.', '0']",
"539577185661902848": "['I would totally be rocked rn if it wasn't for adderall 🙌😏', '0']",
"514160807253245953": "['took an adderall for the 1st time today. yooo I GOT SO MUCH DONE in the last 5 hours.', '0']",
"818880304823881732": "['This is dope I wanna do this https://t.co/KAxld82Obu', '1']",
"818165270707511296": "['.... I\'m just gonna eat this weed.', '1']",
"825748136920494080": "['I need some dope 😥', '1']",
"822863104920973312": "['This my last shot of heroin', '1']",
"530453220590907392": "['It's called adderall “@SKAMARTIST: We need something that's more than coffee, but less than cocaine. Any suggestions. \n\n#SKAMLIFE”', '0']",
"817076762039484416": "['Comrades are deff gonna blow up', '0']",
"818215392162312193": "['Been showing love on weed prices', '1']",
"504219947124682752": "['Tbh I'd really love some adderall rn. Or the opposite effect from xans to chill tf out. AYLA WHERE ARE YOU BAY? Wish you was here to help&lt;\\3', '0']",
"524672015660089344": "['Gah sorry my oxycodone is now hitting my head/ my professors awesome. #teachersonlean', '0']",
"818693515509170176": "['Get Smacked or sleep', '0']",
"818570261020569602": "['Still beats being unable to ride because of an injury caused by black ice like last year, though.', '0']",
"474703038968778752": "['“@Things4WhitePpl: Hitting up their friends who have an adderall subscription during finals week” @evanskaitlynn hahah', '0']",
"815610764920758272": "['Blunt litt', '1']",
"349659449692139520": "['This quetiapine isn't working damnit!!!! Does make me hungry at night though... *sigh*', '0']",
"823590293878558721": "['@ayyongov ayyeeee your going!? Dope dope!', '0']",
"542031072171933697": "['My body already hates me for the copious amounts of adderall and lack of sleep and food it's about to endure these next few days', '1']",
"498053023655288832": "['@JENNiStHAMENNIS Fuck a vyvanse adderall is the way to do it girlfren', '0']",
"825542545732206592": "['hey pass the pot bowl', '1']",
"540835156630986752": "['was carrying a vial of oxycodone pills, and that a semi-automatic handgun and a jar of what is believed to be marijuana', '0']",
"823796454883852288": "['I miss weed ;(', '1']",
"510819307933429762": "['Why am I just learning that Colts owner, 55-year-old Jim Irsay, plead guilty to driving under the influence of oxycodone and hydrocodone?', '0']",
"333854289023864832": "['SEVEN missed calls? get you're seroquel mg lowered. you're getting ridiculous', '0']",
"525200364698472448": "['Oxycodone doesn't make my teeth hurt less. It makes me have less fingers.', '0']",
"483513742940860416": "['Since I ran out of seroquel my sex drive has been way up just thought I'd let y'all know', '0']",
"823950848308940800": "['We just trying to do some dope shit', '0']",
"818007913776037888": "['@agentbuu bump drunk snaps', '0']",
"456305215596032000": "['“@charleyerin: I need the drug from Limitless.”\nBasically just adderall 💁', '0']",
"464645458695303168": "['Melatonin is seriously the best shit that's ever happened to me. Can you believe I was on seroquel for almost a year while this existed? Wtf', '0']",
"819004912117813248": "['Buzzed in class once again. Fml', '1']",
"476812119011491841": "['“@AdderallHadMe: Adderall had me hopping out of bed like http://t.co/MK6nNmxD6d” @GetitHowULiveSL the nigga 🅰1⃣😂😂😭', '0']",
"502498449284427776": "['If this is what a non-debate looks like, I may have to leave twitter when a real one happens. So of y'all need adderall', '0']",
"528940939080110082": "['Unsure at this point if my inability to sleep &amp; eat more than minimally is still Seroquel withdrawal OR...I'm just not meant to eat &amp; sleep.', '0']",
"513767909244821504": "['“@madixx9: Trying to do my homework while on oxycodone is cracking me up”wanna get a good laugh- drink a beer too!! #jk', '0']",
"819080112955981824": "['I bought a headlamp for running (or whatever else) it's hella dope. and safe. I'm surprised I haven't been hit by a car actually', '0']",
"499680076011950080": "['Oxycodone 20mg and 2 Somas is about to have me out! Also binge   watching House M.D. on @Netflix. #REALaxation #ImGone', '0']",
"818628922241859584": "['I'm just thinking he already has his weed... so I'm chilling. We get back to his place we we're rolling up and I still see no weed...', '1']",
"454581482502115330": "['Wellllll I guess I'll work out and go for an early morning run... did someone slip me some adderall or something?? #tooawake', '0']",
"454775838991323137": "['Biotin, calcium, and adderall are the perfect pill combination.', '0']",
"824394494577487872": "['I need me a blunt shitt', '1']",
"513846447796924416": "['Thank god for adderall otherwise I wouldn't get any work done', '1']",
"496482863693725697": "['I need a fucking shot of vodka and some oxycodone right now', '1']",
"507302932719890432": "['Jk not everyday but you get me. &amp; y is adderall with a red underline like it's not a word lol', '0']",
"823704459356307456": "['I fucking love acid', '1']",
"530520879097462785": "['@EndEndoForever Seperating is a mofo. I'm so sorry Ange 💔💛💛\nI'm so glad the Seroquel is helping. I need to get off this Cymbalta shit!》》》', '0']",
"463404550045446147": "['1 of 2 things needs to happen: I get prescribed Adderall or every electronic I own needs to be taken away. #distracted #help', '0']",
"824303165273059329": "['@joshpan just needs to smoke a blunt #bleezussaves', '1']",
"820834969547177984": "['@LOVEgamesstudio see that already sounds dope af', '0']",
"825919723476905984": "['Finished my essay now I get to finish my weed', '1']",
"529509910036635648": "['Up on adderall writing papers as my mom is in the room next to me snoring #zzz #sleepyhead #loser #jealous #shutup', '1']",
"817949711277715456": "['@sloanrachel can we have a shameless, weed, wine night soon???', '0']",
"500609433756381184": "['Fuck this is intense but the quetiapine has kicked in&amp; staying awake is a struggle now #AUSvNZL', '0']",
"818689159330234368": "['thats a dope ending', '0']",
"822987787892826112": "['Is this the same Miami team Wake smacked?', '0']",
"492651605959794688": "['Home laying down...#relief.  But I can't take this oxycodone until I make a phone call at 10am. Ugh', '0']",
"461653399227097088": "['@justin_guarini @54Below i'm on Seroquel why isn't Lola on the top I like her:)', '0']",
"484699794791596032": "['Im not even on adderall nd I still havent been to sleep.', '0']",
"507989755649622016": "['Black hoodie throwed on stumblin off oxycodone fat ass is what I'm rollin my doe on og kush in the rillo is so strong', '0']",
"509973969269964800": "['@inmywindow Restoration of sleep is critical so I'll be using PRN diazepam or extra quetiapine to achieve this tonight.', '0']",
"821563582936731649": "['@theryanwalsh weed? Cigs? BOTH?', '0']",
"515939693473857537": "['#overweight #depression /Codeine/. Hydrocodone and Oxycodone only differ from codeine by a simple radical. If you\'re not a chemistry major', '0']",
"825133016964014080": "['lean forward and choke yourself https://t.co/eOHGUZLQR8', '0']",
"354769280648232961": "['My right leg and foot is as swollen as my 80 year old fathers used to be. Diabetes - and the effects of seroquel - sucks :(', '0']",
"492868998149599232": "['Adderall had me staring at the booty like it was my best friend and it was saying something to me #failuresoutcome\n@Your_boy_cg_dur', '0']",
"822626868591493122": "['I need a blunt and a cruise', '1']",
"541416945879621632": "['Honestly adderall just makes want to clean and organize my room\nand life', '0']",
"825048557287833601": "['ok this one looks p dope https://t.co/7OdM0CHVHq', '0']",
"462505904059858944": "['it almost depresses me how much better of a person adderall makes me :/ w/evaaa', '0']",
"820126187846598661": "['@itsbeargrillz these are dope. Definitely need one', '0']",
"453277177727823873": "['who the fuck has vyvance, adderall , ritalin #willingtobuy #add', '1']",
"492133717683367937": "['BUT SERIOUSLY WHERE THE FUCK IS MY MOM WITH THIS OXYCODONE', '0']",
"451715797208281088": "['@MorningExp @RobinMeade I myself have gone from seroquel to Valium too many other psychedelic medications some work some don't', '0']",
"538432888555831296": "['@maddysook ask for oxycodone instead. If you have to numb your mouth blend fruit sherbet with sprite and eat with a spoon. It helps tons! 👌', '0']",
"819732655281500161": "['Haven't smoked all day, can't wait to hit the blunt', '1']",
"820483222379360256": "['My tattoo is so dope, I'm in love.', '0']",
"351599734533787649": "['Seroquel needs to kick in soon. Can feel another wave of depression hitting.', '0']",
"816526509670277120": "['Up boredd rollin dope', '1']",
"519935416934629378": "['I don't even think adderall could help my exhaustion at this point', '0']",
"523991609889660929": "['I'm on oxycodone for the pain, but it makes me nauseous, so I'm on zofran for the nausea, but it gives me terrible headaches. I can't win.', '0']",
"823404824804761601": "['@AngelRiveraaaa well now it is but at the time it was dope 😂', '0']",
"823353593516490752": "['@tomar84 Fentanyl HCL, party win!', '1']",
"539232481560756224": "['@LxthuL shut the fuck up you fucking pussy adderall faggot it's the best gametype ever!!!!!! #greenwall', '0']",
"537127855990505472": "['I can either just stay up and doze off here and there or I can take my seroquel and pass the fizzuck out for 9 more hours', '0']",
"821762156194578432": "['Cozy Friends let's smoke some weed', '1']",
"820136218285527042": "['Still got some blunt left', '1']",
"817622139167592448": "['I have such a dope girlfriend', '0']",
"535540617859039232": "['I can double dose oxycodone but still max 4 in 24 hrs, &amp; I get withdrawal symptoms if I skip one. Stealing from tomorrow to get thru today.', '1']",
"817481928035143681": "['bobby and scooter (my cat) are both sleeping on me and it's honestly the best thing ever 😍', '0']",
"360224634605551617": "['@contractings I just took my medication. In about 20 minutes I'll get the munchies from the seroquel and eat like 10 pbj's.', '0']",
"520794230768566272": "['@prettyktm ..well they are changing laws here..where anything with oxycodone in it..you have to have a hand script from doctor..', '0']",
"823752215592464385": "['Really need to start growing weed', '1']",
"818596648209313792": "['@DjAireLoosh let's take a trip it's so dope', '0']",
"527387827198115840": "['(908): It's like an adderall Houdini. Right when you think you have a deal he disappears.', '0']",
"822583823208681473": "['Get high and smoke your own weed', '1']",
"822675499348611073": "['@jack_casss like I froze up and it got him to go away so I feel like mine was more me trying to get a dope dealer to go tf away but that', '1']",
"492535493003714562": "['Why is this adderall just now kicking in? I want to sleep 😭', '0']",
"464342879549546496": "['@prisoner777 \n\nI'm on 60mg of Fluexoitine 20mg Diazepam 450mg of Quetiapine (at night) x', '0']",
"819178531041198080": "['Time to smoke some weed and go back to bed', '1']",
"524706244427534336": "['and it was funny cause in one scene, his character said he was on seroquel and my mother gasped and was like 'isn't that what you take?'', '0']",
"498314004427583488": "['So today someone at work slipped oxycodone into my pocket uh.. http://t.co/xOsJ1jFQCR', '1']",
"822279744200839168": "['Saw a crack head actually smoking crack for the first time ever at work earlier lol', '1']",
"820449313813774336": "['Fast replies are dope af!', '0']",
"817107840510922752": "['roll a pound a dope i just gotta keep smoking', '1']",
"821554209535512576": "['heroin is the worst drug in the whole world', '0']",
"486269079141875712": "['Brave new world: Americans consume more than 84% of the worldwide supply of oxycodone and almost 100% of hydrocodone opioids.', '0']",
"482109805528502272": "['Im really feeling this adderall now bc im being super nice to everyone i even apologized for being a shit head to my mom', '0']",
"539811393613348864": "['Everyone forgets about the little holiday called Adderall season between Thanksgiving and Christmas', '1']",
"825018268712857600": "['And now I see I missed out on acid for $1', '1']",
"816182991399460864": "['I just want some weed man', '1']",
"820824162197446656": "['I got some dope beats', '0']",
"509403389181296640": "['The combination of Adderall and motivational video's rn has me on a different level', '0']",
"818482676436967424": "['My anthropology class and professor is so dope, I'm so excited for this class.', '0']",
"822217463140143104": "['Vyvoleny is so dope &amp; so cheap I'm blessed', '0']",
"506834687809945600": "['@AdamSchefter if I got pulled over with 100+ oxycodone Id be serving 5 years as a first offender. #lawyerTeamStrong', '0']",
"816028951273414656": "['The ensuing kiss melts the snow from the winshield. She hops off of me. And dresses.We continue on the day not to be wasted.', '0']",
"818702175211810820": "['To smoke this blunt or not 🤔', '1']",
"816572902854238208": "['You know you done fucked up don't you', '0']",
"345548087328129024": "['@adelerosenbloom SEROQUEL WILL KILL YOU. I am going to sue Astra Zeneca', '0']",
"825356447676506112": "['i need a huge blunt and a nap', '1']",
"504314256288788480": "['@mns @wherewithwho what a coincidence! I'm going to be on Oxycodone at 12:30.', '0']",
"822187984770531329": "['Fat blunt', '1']",
"518177150914936833": "['@LooneyonFox oxycodone is not a occasional puff, it's a killer, seen it, at close range', '0']",
"820236109607301120": "['In between rolling a blunt and going for a run &amp; staying in bed and trying to get some sleep..', '1']",
"821948306997788672": "['Being married is dope,man.', '0']",
"510484537415970816": "['@valdezallen2 lol Adderall doesn't make you bigger or smaller lol', '0']",
"502640109255405570": "['@McGibblett @kAtie_annX0 a Percocet OxyContin oxycodone ect. Are drugs and the doctor prescribes them ? There's no difference it's a drug', '0']",
"533283516306718720": "['We're awaiting arraignment of #Hull firefighter William Hatfield who allegedly used false prescriptions to get oxycodone &amp; other drugs.', '0']",
"817889841241346048": "['We drove like 3 hours in the snow and black ice to eat Steak n Shake', '0']",
"502415886687272960": "['I think I need to tell my doctor to give me some sleeping pills like Ambien or Seroquel', '0']",
"823106819853717504": "['@BLCKOUTDON get some weed haha', '1']",
"488259834576248832": "['Lmao Craig Shilo isn't in season 2 of BMS cause he got arrested with 10,000 OxyCodone pills 😂.', '0']",
"460139954346004481": "['Stupid writers block! I need some magic adderall tho..', '0']",
"822893307210694657": "['who got some weed on campus', '1']",
"825516195424071680": "['Be dope but be humble.', '0']",
"821872181416226816": "['wwwooowww i really need some weed rn', '1']",
"819780660042731523": "['This apprenticeship is pretty dope.. Fucl it makes me tired though😴', '0']",
"821314843059875840": "['As of Friday we will have gone from Hope to Dope. https://t.co/raLzKBG9GK', '0']",
"513541663651012608": "['Body now very good at waking exactly 6 hrs after oxycodone dose &amp; begging for another. GP &amp; I agree it is the only /best option for me, tho.', '0']",
"513353954160570368": "['Mixing coffee and adderall before a game can do some pretty unreal things', '0']",
"481291616099901441": "['I just realized how different Adderall and Xanax are from each other lmao their like fire and ice', '0']",
"486033178159616000": "['all I want is a crap ton of xans , weed , shrooms , acid &amp; adderall if possible . lol', '0']",
"824169295794044928": "['.y'all are dope', '0']",
"823946652754972672": "['hand her a blunt or .', '1']",
"520897835467030528": "['FUCK I FORGOT MY ADDERALL IM LITERALLY GOING TO FAIL FUCK FUCK FUCK', '0']",
"820168509372203008": "['Someone come pick me up and take me home I'll buy a blunt', '1']",
"535302563357151232": "['I think I could be an oxycodone addict after this surgery damn', '0']",
"825959622800453632": "['eeee this field trip about to be dope 😂', '0']",
"519176169082847232": "['Today feels like it's gonna be a 3 cups of coffee, some rockstars, and Adderall kinda day', '1']",
"531629677266628608": "['I literally hate adderall so much I wish I could ban it worldwide it's like psychosis in pill form', '0']",
"499013768333234176": "['$ACUR confident in a new commercial partnership for Acura’s approved AVERSION oxycodone (formerly Oxecta) product by EndOf2014', '0']",
"466936804461924352": "['It's kind of annoying when ppl take adderall for the wrong reasons and brag about it.... I actually need it on a daily basis #dumbfucks', '0']",
"495826296124219392": "['@will7201 My psych suggested adding quetiapine in to help with sleep...', '0']",
"821909952772055040": "['@artclubb gonna be so dope 😎', '0']",
"824279064211050496": "['It's Too Late To Be The Dope Mane', '0']",
"818962009773535234": "['Yesterday I had my last blunt', '0']",
"523334279364096000": "['Oxycodone and my right nostril is a match made in heaven. 😇', '0']",
"823732928077299712": "['@Brice_Butler looks dope bro', '0']",
"498358809065443328": "['I got these seroquel NEVER in life will i tak that shit again', '0']",
"818593156342149120": "['Now to live this weed free life', '1']",
"487643009073164290": "['In Florida, prescriptions for oxycodone alone fell 24% and the death rate for prescription drug overdoses dropped 23% in 2012...', '0']",
"819692224589856768": "['I need some weed 😕', '1']",
"818267863446409218": "['That's a dope suit', '0']",
"489097592123703296": "['Had hospital discharge an elderly person with one of those double-ended plastic spoons to measure 2.5ml Oxycodone soln.\nMmmm', '0']",
"512982997138935808": "['trying to use your phone after taking oxycodone is basically impossible 😂😂', '0']",
"823187976889008128": "['Fine weed and good vibes', '1']",
"816106522677837824": "['Mae has acid in her glasses because the last time I saw this I was on acid', '0']",
"819606701666160642": "['I just wanna smoke weed and have fun', '1']",
"816597764536606720": "['Now that I'm thinking about it I need a blunt', '1']",
"505480012011941888": "['@DIDCarol Thank you! Think the old quetiapine is kicking in, so should sleep OK x', '0']",
"825521683612176384": "['All i need is some damn weed', '1']",
"493967536107819009": "['@codyshea_ Limitless was an hour and a half long commercial for adderall but I still enjoyed it.', '0']",
"815465069706256384": "['Bouta take this blunt to the face', '0']",
"821984459675176960": "['Dope in My System I Spit it', '1']",
"818871592289701892": "['I got a blunt for each problem', '1']",
"823567260220608512": "['Pay It Forward so dope', '0']",
"825432475572776961": "['I haven't smoked pot in almost a month. imma get high as hell next time I smoke', '1']",
"822664824199008259": "['Some of you shouldn't smoke weed', '0']",
"823312498568859648": "['KAWS exhibit was really dope! Glad I caught it.', '0']",
"821293599405076481": "['@MeowHeatherHere he just smoked a blunt', '1']",
"481219234383814656": "['Adderall has me organizing every little detail of my room right now', '0']",
"822565557488746497": "['Anyone that wanna hang and take dope pics tomorrow hit me up ASAP', '0']",
"538165527097921536": "['Adderall Had Me finishing all the miscellaneous quests in Skyrim instead of my homework', '0']",
"463429962327130112": "['This headache is so bad I'm getting nauseous. Never give me adderall again.', '0']",
"455382695657238528": "['Adderall had me watching TV just for the commercials.', '0']",
"514769190721691649": "['My dad asked me what medicine I took for my allergies and I said adderall #oops', '0']",
"509827337052254208": "['I always fall asleep while texting people &amp; they get so mad. Like Ambien &amp; seroquel knock me the fuck out 👊', '0']",
"818547822890917889": "['Lets get high.\nBuy more bud.', '1']",
"825358233372028928": "['I want Sam &amp; a blunt', '1']",
"823141677649002497": "['@LaquanaaNicole i meed you to buy my weed from nw on', '1']",
"503018008164716544": "['I'm bouta start taking Adderall again 😂 I'm having concentration issues all over. It's bad', '0']",
"540711172136505344": "['@weloveyaneli yeah girl I got a kidney stone so I'm taking oxycodone its knocking my ass out!', '0']",
"823793945037668352": "['I need to start smoking weed before I wanna go to sleep, I've been laying here for 4 hours trying to fall asleep 🙄', '1']",
"818231414982328320": "['why am I not outside smoking a blunt', '1']",
"822640937012785152": "['Theater and plays are so dope, man!', '0']",
"496423660014829569": "['+ was now not only addicted to drugs, but an oxycodone abuser. She laid against her bed in the paradise of a high.]', '1']",
"821999018465107968": "['Weed is healthy for you stfu', '1']",
"487443107105894401": "['Ibuprofen 800mg and benadryl and oxycodone and prednizone...   \nI shouldn't be in pain.....', '0']",
"822099273143775232": "['Casper so hard he need to blow up', '0']",
"481350197088649216": "['@dallasxlol Daniela ily but if I fall asleep it's not bc your boring it's bc seroquel', '0']",
"492390668745310208": "['@NHSChoices neither is reaching for oxycodone but life sometimes sucks big balls #experienced', '0']",
"819970375022878721": "['My brothers beautiful home looks dope in the snow https://t.co/rEwvzoHYE5', '0']",
"524247215582478336": "['@VioletBanksWV [popping out two adderall from the pill bottle i set back in the secret spot, shaking my head in a slight hint of disappoint-', '0']",
"823408263282753536": "['My bed is dope af', '1']",
"817953785603469316": "['Prison Break is pretty dope.', '0']",
"823553265652482048": "['Smoke this blunt rn?', '1']",
"459880045821972480": "['I'm going to do adderall and have an embarrassing mental breakdown', '0']",
"333379368963407872": "['The main character in Silver Linings Playbook is on a lower dose of Seroquel than I am...', '0']",
"522518475328462848": "['@ward_kerry1 I took citalopram for yrs but it didn't work for me. Found things improved when I came off it &amp; just on quetiapine alone.', '0']",
"825203331744141312": "['Someone drive me around while I smoke this blunt and finish this bottle you can hit either', '1']",
"818108193507307520": "['I need some coffee and a blunt', '1']",
"817333890167750656": "['Tbh I need a blunt.', '1']",
"349407280338444288": "['I NEED TO TAKE MY NIGHT MEDS IM WAY TOO HYPER RIGHT NOW I NEED TO CHILL THE FUCK OUT AKA TAKE SEROQUEL AND KLONOPIN LOL BRB', '0']",
"821871105124302853": "['Idk if I want a beer or a blunt', '1']",
